position,chair_idx,obj_id
117,2052,O80362
118,2051,O80367
119,2047,O80366
120,2082,O80351
121,2083,O80350
122,2081,O80359
123,2094,O80354
124,2080,O80364
125,2134,O80355
126,2108,O80360
127,2084,O80349
128,2092,O80361
129,2093,O80356
130,17,O80357
131,1936,O369599
132,2061,O80338
133,1847,O80328
134,200,O147420
135,1662,O78408
136,1705,O1343127
137,2196,O176160
138,2195,O176163
139,2193,O176165
140,2194,O176164
141,1999,O301118
142,55,O55014
143,1917,O81300
144,1915,O81305
145,1919,O75898
146,39,O372230
147,1903,O301107
148,1531,O119026
149,704,O370413
150,1863,O301126
151,2234,O303262
152,2187,O61449
153,1643,O8469
154,2002,O107557
155,897,OK-09694B
156,898,OK-09694B
157,899,OK-09694B
158,900,OK-09694A
159,1623,O60669
160,167,O118944
161,567,O368608
162,1528,O108604
163,264,O167698
164,204,O172667
165,1986,O372301
166,2155,O182427
167,1641,O182429
168,1445,O1273522
169,1143,OK-2003-0247
170,1187,OK-2003-0247
171,1231,OK-2003-0247
172,1126,OK-05420
173,1559,O302353
174,1460,O62354
175,1131,OK-05441C
176,1071,OK-05441D
177,1124,OK-05441F
178,1107,OK-05441A
179,1290,OK-06612
180,1322,OK-06612
181,191,O72604
182,1078,NMK.2018.0382
183,1738,O115798
184,1471,O62438
185,1134,NMK.2016.0137.006
186,1192,NMK.2016.0137.006
187,1224,NMK.2016.0137.006
188,1114,NMK.2016.0137.002
189,1657,O142231
190,681,O121254
191,219,O1176652
192,1101,NMK.2016.0137.005
193,1115,NMK.2016.0137.004
194,1281,NMK.2016.0142
195,1320,NMK.2016.0142
196,1821,O48873
197,751,OK-18534
198,1706,O119271
199,1434,O62436
200,1109,NMK.2013.0359
201,1483,O1240918
202,1098,OK-1989-0140
203,2249,O1300057
204,1545,O1156224
205,291,O22780
206,1108,OK-2002-0155
207,392,O1788540
208,1740,O372314
209,59,O79397
210,467,O133237
211,511,O172534
212,1886,O372125
213,2253,O171815
214,417,O1227035
215,1593,O1529429
216,792,OK-15059B
217,793,OK-15059B
218,794,OK-15059A
219,795,OK-15059A
220,1782,O372047
221,696,O55022
222,488,O74379
223,1437,O48605
224,57,O372245
225,1456,O1153416
226,1138,OK-06615
227,1176,OK-06615
228,1230,OK-06615
229,2176,O371696
230,18,O304882
231,2088,O371886
232,1823,O372132
233,850,OK-11123A
234,851,OK-11123A
235,176,O371861
236,1780,O371864
237,1701,O371792
238,1700,O371789
239,172,O368791
240,171,O368790
241,12,O169157
242,1800,O371785
243,1799,O371786
244,1801,O371783
245,1954,O371857
246,29,O301124
247,1617,O168337
248,1444,O168368
249,2022,O145070
250,1916,O81304
251,1664,O1135721
252,2025,O368894
253,1639,O60659
254,1752,O372130
255,1751,O371840
256,1660,O53193
257,317,O55187
258,946,OK-08608B
259,947,OK-08608B
260,1499,O371984
261,1897,O109862
262,114,O372045
263,1658,O372143
264,1258,OK-1972-0006B
265,1274,OK-1972-0006B
266,1951,O112502
267,228,O22797
268,1959,O372142
269,1162,OK-06495
270,1197,OK-06495
271,1372,OK-06495
272,1864,O301110
273,1540,O110056
274,1564,O130991
275,218,O370264
276,1516,O111434
277,2038,O248425
278,1806,O372218
279,1626,O158240
280,51,O147419
281,1000,OK-02781
282,904,OK-09692
283,1766,O372243
284,2203,O368673
285,152,O368712
286,1781,O131705
287,1686,O80448
288,1704,O52888
289,905,OK-09691
290,453,O192586
291,514,O120512
292,997,OK-06932
293,1296,OK-06932
294,1395,OK-06932
295,1563,O127576
296,223,O132476
297,2223,O7975
298,2118,O118957
299,1834,O168071
300,418,O350681
301,1577,O372122
302,565,O372315
303,635,O119867
304,49,O372353
305,58,O118941
306,1548,O119948
307,1561,O156907
308,1901,O304881
309,70,O442573
310,1567,O118940
311,2250,O369999
312,2204,O368671
313,76,O326669
314,1470,O1263993
315,1063,OK-1978-0220
316,1056,OK-1978-0220B
317,557,O370278
318,68,O112503
319,1595,O132470
320,920,OK-09309
321,921,OK-09309
322,922,OK-09309
323,926,OK-09267A
324,927,OK-09267A
325,923,OK-09267B
326,924,OK-09267B
327,925,OK-09267B
328,895,OK-09696B
329,1248,OK-1966-0120C
330,1261,OK-1966-0120C
331,1160,OK-1966-0120H
332,1200,OK-1966-0120H
333,1362,OK-1966-0120H
334,1291,OK-1966-0120B
335,1316,OK-1966-0120B
336,1103,OK-1966-0120E
337,1079,OK-1966-0120G
338,1099,OK-1966-0120D
339,1081,OK-1966-0120F
340,1254,OK-1966-0120A
341,1266,OK-1966-0120A
342,1158,OK-06892
343,1194,OK-06892
344,1366,OK-06892
345,1133,OK-05656
346,1180,OK-05656
347,1211,OK-05656
348,796,OK-15056B-3
349,315,O78966
350,1836,O78970
351,1620,O78962
352,815,OK-14846
353,1047,NMK.2020.0273
354,817,OK-14609D
355,818,OK-14609D
356,968,OK-07455
357,1280,OK-05408
358,1311,OK-05408
359,798,OK-14894F
360,805,OK-14894C
361,806,OK-14894C
362,807,OK-14894C
363,809,OK-14894A
364,808,OK-14894B
365,1615,O84526
366,1170,OK-06494
367,1201,OK-06494
368,1374,OK-06494
369,943,OK-08663A
370,944,OK-08663A
371,978,OK-07255
372,979,OK-07255
373,983,OK-07253
374,984,OK-07253
375,785,OK-17046
376,1153,OK-06893
377,1191,OK-06893
378,1219,OK-06893
379,802,OK-14894D
380,803,OK-14894D
381,804,OK-14894D
382,977,OK-07280
383,958,OK-08489
384,959,OK-08489
385,523,O49610
386,1429,O58659
387,295,O34913
388,1016,OK-03080
389,1004,OK-02782
390,1019,OK-05553
391,1035,OK-03077
392,1017,OK-03078
393,1012,OK-03079
394,762,OK-18399
395,2053,O172504
396,1630,O129869
397,54,O370280
398,2033,O167597
399,2064,O371976
400,1166,OK-03889
401,1205,OK-03889
402,1360,OK-03889
403,962,OK-07968
404,1053,OK-04072
405,906,OK-09689
406,907,OK-09688
407,908,OK-09688
408,1013,OK-01630
409,873,OK-10862A
410,874,OK-10862A
411,875,OK-10862A
412,753,OK-18471A
413,754,OK-18471A
414,755,OK-18471A
415,752,OK-18471B
416,866,OK-10862E
417,870,OK-10862B
418,871,OK-10862B
419,872,OK-10862B
420,867,OK-10862D
421,868,OK-10862D
422,869,OK-10862D
423,929,OK-09250
424,1835,O371965
425,1498,O132471
426,1607,O129268
427,1340,OK-05414
428,1352,OK-05414
429,1149,OK-05413
430,1183,OK-05413
431,1212,OK-05413
432,1076,OK-05235
433,948,OK-08608A
434,1102,OK-06596
435,974,OK-07283
436,831,OK-11579
437,799,OK-14894E
438,800,OK-14894E
439,801,OK-14894E
440,1276,OK-1985-0026B
441,1313,OK-1985-0026B
442,912,OK-09417
443,913,OK-09417
444,914,OK-09417
445,1453,O124593
446,1576,O371830
447,1130,NMK.2020.0271
448,1148,OK-05542
449,1172,OK-05542
450,1215,OK-05542
451,1432,O144138
452,1110,OK-2001-0189
453,1085,OK-05441E
454,1096,OK-05441B
455,1330,OK-05441B-1
456,1343,OK-05441B-1
457,1119,OK-05441E-1
458,277,O121019
459,1233,NMK.2006.0076
460,1380,NMK.2006.0076
461,1865,O301142
462,1089,OK-1989-0002E
463,1329,OK-1989-0002B
464,1350,OK-1989-0002B
465,1255,OK-1989-0002F
466,1263,OK-1989-0002F
467,1051,OK-1989-0002C
468,848,OK-11123B
469,849,OK-11123B
470,1097,OK-05406
471,1240,OK-06595
472,1375,OK-06595
473,1165,OK-06598
474,1195,OK-06598
475,1365,OK-06598
476,1008,OK-06616
477,1663,O98665
478,1878,O118943
479,2024,O60657
480,896,OK-09696A
481,950,OK-08607A
482,951,OK-08607A
483,952,OK-08607A
484,1633,O224497
485,963,OK-07611
486,902,OK-09693A
487,840,OK-11527A
488,837,OK-11528B
489,836,OK-11529A
490,839,OK-11527B
491,838,OK-11528A
492,2040,O192594
493,1560,O79006
494,1622,O372179
495,1909,O171836
496,2257,O372343
497,1927,O370266
498,1596,O53071
499,1671,O98698
500,1600,O183209
501,1851,O130617
502,1998,O1226895
503,949,OK-08607B
504,1152,OK-1966-0117B
505,1173,OK-1966-0117B
506,1227,OK-1966-0117B
507,1852,O132485
508,1064,OK-1966-0117A
509,964,OK-07610
510,1729,O170138
511,1043,NMK.2011.0001
512,1605,O7886
513,993,OK-1989-0229D
514,1295,OK-1989-0229D
515,1391,OK-1989-0229D
516,994,OK-1989-0229A
517,1011,OK-1989-0229B
518,1034,OK-1989-0229C
519,1253,OK-02880
520,1267,OK-02880
521,258,O60312
522,847,OK-11124
523,2012,O372169
524,1905,O372149
525,1468,O1175279
526,93,O59317
527,1519,O1282899
528,48,O184522
529,824,OK-12553A
530,825,OK-12553A
531,622,O372235
532,546,O53184
533,1044,NMK.2014.0144
534,611,O371981
535,1913,O372088
536,1509,O170164
537,81,O1357847
538,83,O1371096
539,1069,NMK.2018.0423
540,1479,O76033
541,1541,O114123
542,684,O129264
543,1553,O1156228
544,1487,O1600551
545,1417,O122530
546,780,OK-17280D
547,783,OK-17280A
548,782,OK-17280B
549,861,OK-10888D
550,862,OK-10888C
551,854,OK-10888K
552,781,OK-17280C
553,932,OK-08920F
554,933,OK-08920F
555,857,OK-10888H
556,1232,OK-06213B
557,1381,OK-06213B
558,1146,OK-06213A
559,1188,OK-06213A
560,1225,OK-06213A
561,1140,OK-06213C
562,1185,OK-06213C
563,1229,OK-06213C
564,1156,OK-06213D
565,1209,OK-06213D
566,1359,OK-06213D
567,878,OK-10648
568,765,OK-17302B
569,766,OK-17302B
570,767,OK-17302B
571,1809,O370275
572,1070,OK-05229
573,985,OK-07252
574,986,OK-07252
575,2159,O170159
576,614,O176209
577,1721,O130645
578,1127,OK-1981-0026B
579,1237,OK-2002-0191
580,1378,OK-2002-0191
581,1514,O22743
582,1118,NMK.2018.0110
583,1433,O1160024
584,1510,O1173022
585,859,OK-10888F
586,856,OK-10888I
587,863,OK-10888B
588,860,OK-10888E
589,865,OK-10888
590,864,OK-10888A
591,330,O67165
592,2120,O67111
593,1533,O144065
594,1105,NMK.2009.0117
595,1277,NMK.2008.0006
596,1317,NMK.2008.0006
597,1472,O62441
598,1761,O48606
599,1441,O76201
600,1762,O51417
601,1760,O51416
602,1520,O1360736
603,1566,O131384
604,85,O131380
605,1415,O1299501
606,1575,O78974
607,1756,O59247
608,2215,O372346
609,1557,O129648
610,268,O94096
611,1787,O59055
612,1790,O78954
613,1715,O78950
614,1928,O80334
615,1672,O372226
616,2039,O119852
617,876,OK-10859B
618,529,O129657
619,532,O129662
620,659,O372333
621,458,O1154715
622,459,O1154717
623,589,O129656
624,460,O1154718
625,293,O134354
626,1526,O1265378
627,1955,O372077
628,1879,O66257
629,91,O370342
630,688,O1240871
631,890,OK-10330A
632,884,OK-10330E
633,1810,O171818
634,1015,OK-06659
635,1007,OK-06661
636,976,OK-07281
637,1077,OK-06597
638,955,OK-08490
639,956,OK-08490
640,957,OK-08490
641,2264,O372138
642,1045,OK-05233
643,1934,O181090
644,1876,O127526
645,1259,OK-1989-0002A
646,1268,OK-1989-0002A
647,1129,OK-1989-0002D
648,826,OK-11813K
649,829,OK-11813H
650,828,OK-11813I
651,1843,O136629
652,1860,O321450
653,1508,O52959
654,1005,OK-1966-0114
655,1128,OK-1990-0073B
656,1247,NMK.2009.0164
657,1270,NMK.2009.0164
658,2171,O372126
659,1890,O371863
660,1554,O8247
661,2037,O19323
662,1902,O304883
663,779,OK-17280E
664,1925,O301108
665,98,O371982
666,894,OK-10059B
667,1136,OK-01623
668,1178,OK-01623
669,1213,OK-01623
670,1139,OK-01624
671,1189,OK-01624
672,1222,OK-01624
673,879,OK-10403
674,1418,O123457
675,1785,O156956
676,2167,O372116
677,1092,OK-1990-0073C
678,175,O371860
679,2005,O371730
680,757,OK-18447
681,1001,OK-15056B-1
682,797,OK-15056B-2
683,1061,OK-1972-0006
684,1163,OK-1972-0006A
685,1202,OK-1972-0006A
686,1364,OK-1972-0006A
687,1331,OK-02615
688,1349,OK-02615
689,1144,OK-1970-0039
690,1171,OK-1970-0039
691,1220,OK-1970-0039
692,816,OK-14609E
693,1995,O53171
694,2031,O118980
695,270,O108602
696,311,O78959
697,1457,O7926
698,323,O83925
699,1870,O321656
700,1869,O321658
701,1490,O1749965
702,1551,O181097
703,1112,OK-2002-0136
704,2189,O22746
705,1722,O94095
706,1589,O1266680
707,1582,O8384
708,1992,O112501
709,830,OK-11796
710,1106,OK-06104
711,1236,OK-06103
712,1379,OK-06103
713,903,OK-09693
714,1601,O78941
715,2164,O7969
716,722,O15900
717,2077,O301112
718,1338,OK-2002-0097
719,1345,OK-2002-0097
720,2206,O181446
721,574,O369655
722,1970,O52933
723,1684,O144833
724,261,O133506
725,1245,OK-1993-0159
726,1382,OK-1993-0159
727,972,OK-07356
728,971,OK-07357
729,973,OK-07355
730,1583,O133325
731,2104,O134563
732,763,OK-17329B
733,814,OK-14883H-1
734,811,OK-14883H-2
735,812,OK-14883H-2
736,813,OK-14883H-2
737,1971,O186284
738,1896,O371913
739,2207,O372199
740,2175,O98777
741,1871,O369450
742,1887,O79003
743,1599,O59257
744,1041,NMK.2015.0284
745,1038,NMK.2015.0285
746,1763,O61432
747,535,O108869
748,739,O72864
749,734,O61208
750,65,O145061
751,1289,NMK.2016.0136
752,1308,NMK.2016.0136
753,630,O134352
754,1025,NMK.2016.0135.001
755,451,O129431
756,1527,O321673
757,406,O369359
758,387,O131463
759,1080,OK-1972-0005B
760,1169,OK-1972-0005A
761,1204,OK-1972-0005A
762,1363,OK-1972-0005A
763,1086,OK-1994-0210
764,290,O63050
765,1733,O130101
766,1932,O130133
767,2102,O131528
768,2060,O80458
769,1849,O77326
770,222,O130130
771,276,O39474
772,123,O321378
773,2089,O131530
774,2103,O131524
775,297,O130125
776,2123,O321376
777,2105,O370276
778,1880,O301146
779,1420,O34059
780,164,O192585
781,1972,O372350
782,2021,O1273341
783,2107,O131525
784,1774,O79538
785,1608,O77316
786,124,O156078
787,1922,O56350
788,2072,O1141612
789,1145,NMK.2008.0111
790,1179,NMK.2008.0111
791,1218,NMK.2008.0111
792,1413,O1153451
793,1031,OK-1997-0125
794,371,O1140196
795,1590,O130182
796,1275,NMK.2012.0277
797,1314,NMK.2012.0277
798,1866,O38134
799,1301,OK-06666
800,1394,OK-06666
801,1300,OK-05548
802,1393,OK-05548
803,1297,OK-06660
804,1396,OK-06660
805,1116,NMK.2011.0142
806,1142,OK-1987-0130
807,1186,OK-1987-0130
808,1221,OK-1987-0130
809,1325,NMK.2016.0134
810,1355,NMK.2016.0134
811,1286,NMK.2016.0141
812,1315,NMK.2016.0141
813,606,O144058
814,1486,O192596
815,990,OK-02274
816,1304,OK-02274
817,1403,OK-02274
818,1538,O147591
819,1598,O131745
820,1758,O168535
821,2100,O368659
822,2146,O172491
823,1570,O53101
824,1899,O192559
825,1708,O372242
826,1159,OK-03890
827,1208,OK-03890
828,1368,OK-03890
829,1294,OK-03888
830,1398,OK-03888
831,79,O1295279
832,1495,O11281
833,1841,O164403
834,320,O76449
835,484,O133263
836,1753,O154174
837,1973,O133231
838,1862,O371872
839,2225,O61464
840,1812,O131693
841,1669,O72524
842,292,O33770
843,711,O170974
844,1935,O372251
845,1813,O304879
846,1750,O70674
847,307,O79056
848,1825,O297768
849,2074,O70726
850,2075,O70725
851,329,O70723
852,1923,O372162
853,2222,O372228
854,194,O120410
855,1135,OK-06594
856,1184,OK-06594
857,1228,OK-06594
858,143,O371839
859,1989,O371855
860,520,O176022
861,1872,O371867
862,1655,O70665
863,1084,OK-05236
864,1618,O55006
865,174,O372198
866,1614,O372193
867,1779,O372192
868,1723,O70668
869,1728,O130479
870,1529,O60313
871,188,O59319
872,967,OK-07456
873,2271,O62424
874,1585,O158242
875,1962,O129353
876,531,O370806
877,327,O371733
878,63,O304869
879,1339,NMK.2023.0091
880,1348,NMK.2023.0091
881,573,O145060
882,341,O372342
883,436,O145058
884,351,O372345
885,439,O372332
886,77,O76731
887,346,O371800
888,362,O370684
889,254,O73907
890,344,O372005
891,125,O371826
892,337,O107444
893,335,O1193952
894,168,O373910
895,349,O135518
896,1602,O1531465
897,409,O59273
898,1613,O171813
899,421,O176207
900,427,O176205
901,2227,O145015
902,1024,NMK.2005.0638
903,682,O66992
904,1769,O372078
905,1772,O372081
906,1767,O372080
907,1768,O372079
908,1678,O144604
909,262,O144602
910,1931,O63049
911,448,O330170
912,1306,OK-2003-0239A
913,1402,OK-2003-0239A
914,1157,OK-05400
915,1193,OK-05400
916,1373,OK-05400
917,502,O112351
918,717,O58651
919,375,O112079
920,374,O112076
921,373,O112081
922,36,O112078
923,37,O112077
924,246,O117795
925,672,O129265
926,2110,O371782
927,357,O9899
928,71,O117797
929,936,OK-08807
930,937,OK-08807
931,938,OK-08807
932,641,O117796
933,522,O314704
934,250,O168307
935,663,O1247425
936,67,O55034
937,213,O369134
938,361,O372221
939,670,O130718
940,716,O322047
941,353,O372331
942,244,O144113
943,1532,O301111
944,205,O1227036
945,656,O73917
946,1680,O158269
947,1681,O158266
948,1683,O158243
949,1492,O113578
950,1074,NMK.2016.0137.003
951,1049,OK-1980-0044B
952,2136,O181054
953,524,O372090
954,613,O181067
955,568,O301120
956,19,O372052
957,691,O52864
958,60,O59252
959,566,O72638
960,655,O71524
961,2028,O185727
962,638,O93711
963,687,O134287
964,2150,O61431
965,1621,O80353
966,1674,O98656
967,715,O52823
968,253,O73923
969,661,O53098
970,669,O34060
971,294,O59274
972,1858,O34058
973,586,O321615
974,1649,O1741698
975,1423,O1257436
976,275,O113420
977,1427,O1243361
978,2153,O114853
979,475,O170148
980,822,OK-12553B
981,823,OK-12553B
982,2062,O145067
983,2254,O58638
984,758,OK-18446
985,759,OK-18446
986,202,O371970
987,1048,OK-1978-0215A
988,1059,OK-1981-0026A
989,247,O133081
990,2151,O168946
991,1459,O1746389
992,1808,O372046
993,2003,O372322
994,1562,O117273
995,855,OK-10888J
996,1535,O117274
997,112,O117431
998,27,O372113
999,111,O117429
1000,2017,O372111
1001,2018,O372109
1002,2016,O372112
1003,2019,O372110
1004,1900,O368647
1005,1675,O371936
1006,1712,O133449
1007,1811,O131743
1008,2174,O372250
1009,454,O370405
1010,456,O369533
1011,629,O1597143
1012,732,O368895
1013,640,O118942
1014,510,O369697
1015,1727,O371698
1016,639,O368901
1017,569,O372246
1018,2220,O53177
1019,248,O50993
1020,1654,O158262
1021,698,O77640
1022,1883,O371774
1023,1798,O371784
1024,1817,O301145
1025,1926,O371724
1026,2270,O368900
1027,1968,O167590
1028,1894,O326737
1029,594,O304505
1030,599,O371719
1031,2274,O372369
1032,714,O371889
1033,2256,O371888
1034,662,O58190
1035,516,O371720
1036,538,O127517
1037,709,O371929
1038,699,O368899
1039,610,O100678
1040,1957,O170144
1041,1991,O119846
1042,2043,O119843
1043,1943,O371781
1044,1699,O1135723
1045,1826,O59211
1046,1845,O53074
1047,2126,O371713
1048,1587,O1371102
1049,1154,OK-1996-0001
1050,1207,OK-1996-0001
1051,1367,OK-1996-0001
1052,1419,O1681358
1053,790,OK-15059C
1054,791,OK-15059C
1055,1151,OK-2001-0150
1056,1190,OK-2001-0150
1057,1214,OK-2001-0150
1058,1793,O171822
1059,1881,O371845
1060,1421,O138687
1061,2112,O111829
1062,1568,O1428066
1063,1477,O114267
1064,144,O157267
1065,1748,O372313
1066,2063,O371893
1067,1111,OK-05234
1068,1257,NMK.2020.0272
1069,1262,NMK.2020.0272
1070,1606,O55017
1071,1717,O168330
1072,2000,O372134
1073,1976,O372133
1074,1685,O371856
1075,1885,O372131
1076,185,O70676
1077,1789,O368603
1078,1980,O372165
1079,1778,O55145
1080,203,O370419
1081,1692,O371788
1082,1702,O371791
1083,1696,O371790
1084,528,O371866
1085,2237,O372208
1086,2,O61475
1087,1046,NMK.2014.0145
1088,2149,O172455
1089,2095,O371906
1090,1942,O371760
1091,2229,O141881
1092,778,OK-17280F
1093,858,OK-10888G
1094,853,OK-10888L
1095,845,OK-11131A
1096,846,OK-11131A
1097,2004,O70974
1098,481,O145072
1099,259,O59261
1100,180,O68464
1101,2246,O71114
1102,241,O145051
1103,726,O134356
1104,52,O368643
1105,1930,O371757
1106,628,O176176
1107,1920,O372163
1108,158,O372351
1109,2096,O53092
1110,209,O80330
1111,934,OK-08920A
1112,935,OK-08920A
1113,1676,O61224
1114,1788,O166471
1115,288,O84676
1116,2087,O372147
1117,69,O371772
1118,2086,O371771
1119,2258,O33751
1120,159,O370347
1121,1908,O372100
1122,1027,OK-1995-0136C
1123,1039,NMK.2012.0160
1124,1147,OK-06105
1125,1174,OK-06105
1126,1217,OK-06105
1127,1687,O49425
1128,810,OK-14890
1129,1784,O55171
1130,97,O1308251
1131,1829,O485386
1132,1994,O170140
1133,1090,OK-1989-0094
1134,1792,O372340
1135,788,OK-15680
1136,789,OK-15680
1137,1010,OK-06624
1138,2099,O55154
1139,1714,O130297
1140,1648,O11696
1141,1164,OK-06931
1142,1203,OK-06931
1143,1369,OK-06931
1144,1060,OK-1970-0040
1145,579,O132479
1146,450,O368662
1147,506,O371776
1148,553,O172498
1149,2069,O176156
1150,1505,O232826
1151,2265,O94225
1152,234,O129653
1153,537,O371694
1154,645,O171808
1155,2162,O53040
1156,313,O11300
1157,654,O73914
1158,700,O372205
1159,618,O126103
1160,140,O372364
1161,235,O129654
1162,2272,O8188
1163,487,O131716
1164,1730,O1655882
1165,1513,O1254906
1166,564,O372295
1167,183,O372217
1168,2251,O63266
1169,1091,OK-2003-0249
1170,1283,OK-1968-0164B
1171,1323,OK-1968-0164B
1172,1735,O130378
1173,1846,O372048
1174,1592,O372317
1175,121,O371762
1176,141,O372137
1177,1941,O372166
1178,953,OK-08491
1179,954,OK-08491
1180,941,OK-08663B
1181,942,OK-08663B
1182,1624,O70654
1183,1839,O1135719
1184,173,O1135720
1185,2066,O302498
1186,1703,O248488
1187,40,O53309
1188,1578,O1191356
1189,2218,O76209
1190,708,O129658
1191,230,O372368
1192,648,O129660
1193,671,O167151
1194,1501,O181056
1195,2020,O172448
1196,534,O80377
1197,549,O119278
1198,263,O118937
1199,504,O120518
1200,668,O368690
1201,705,O158239
1202,1837,O372182
1203,505,O120519
1204,1996,O113385
1205,225,O248409
1206,526,O167583
1207,497,O131688
1208,1969,O176173
1209,527,O63945
1210,650,O297215
1211,1734,O134558
1212,32,O369451
1213,909,OK-09687
1214,910,OK-09687
1215,911,OK-09687
1216,891,OK-10161
1217,892,OK-10161
1218,1673,O371865
1219,1967,O134548
1220,41,O371829
1221,756,OK-18458
1222,2070,O306804
1223,1332,OK-1999-0003
1224,1346,OK-1999-0003
1225,66,O371761
1226,1947,O53319
1227,730,O59309
1228,2027,O1159334
1229,2071,O1159333
1230,2026,O144583
1231,1797,O127300
1232,447,O61444
1233,316,O8402
1234,1565,O1156234
1235,570,O170154
1236,647,O21544
1237,612,O129973
1238,308,O62421
1239,411,O39939
1240,598,O371717
1241,652,O371915
1242,2233,O371952
1243,2181,O18955
1244,2210,O1121874
1245,2147,O69207
1246,1328,OK-1996-0029
1247,1347,OK-1996-0029
1248,1645,O1176403
1249,2197,O186014
1250,131,O368674
1251,555,O1242902
1252,1737,O76439
1253,1859,O140084
1254,2205,O118479
1255,2145,O1123933
1256,1944,O166699
1257,2097,O322002
1258,2231,O141954
1259,1966,O304880
1260,1965,O372323
1261,559,O301125
1262,2143,O7883
1263,2076,O93805
1264,2213,O141907
1265,86,O141879
1266,1709,O372380
1267,945,OK-08662
1268,482,O107439
1269,552,O372382
1270,82,O372170
1271,1893,O326739
1272,20,O326738
1273,1906,O139569
1274,1698,O61470
1275,461,O372083
1276,713,O371978
1277,1833,O372058
1278,265,O22771
1279,1517,O1540045
1280,2241,O168978
1281,1644,O125408
1282,2240,O372060
1283,995,NMK.INVENTAR.2017.0213
1284,1739,O117270
1285,744,OK-dep-00039A
1286,1983,O192604
1287,1665,O84643
1288,1651,O76472
1289,321,O76478
1290,135,O368602
1291,1475,O21561
1292,1488,O77299
1293,227,O1170960
1294,10,O1174865
1295,318,O131460
1296,359,O1254532
1297,9,O371734
1298,278,O132487
1299,2049,O1155998
1300,103,O80393
1301,325,O80394
1302,324,O80347
1303,326,O80346
1304,435,O53096
1305,266,O73906
1306,319,O73909
1307,1466,O63805
1308,78,O61433
1309,377,O370343
1310,372,O135636
1311,150,O113387
1312,592,O129433
1313,738,O372091
1314,2178,O371726
1315,366,O134440
1316,367,O371763
1317,401,O55021
1318,382,O372059
1319,399,O94093
1320,424,O21564
1321,1021,OK-2002-0142
1322,1242,NMK.2008.0110
1323,1389,NMK.2008.0110
1324,1052,OK-2000-0008
1325,1113,NMK.2008.0005
1326,1284,OK-01627
1327,1309,OK-01627
1328,1033,OK-1984-0149
1329,1744,O235567
1330,1990,O53159
1331,1726,O81290
1332,1946,O135628
1333,761,OK-18400
1334,2208,O56348
1335,289,O121399
1336,400,O121408
1337,403,O121404
1338,402,O121407
1339,1634,O371732
1340,249,O142142
1341,1638,O372089
1342,1072,NMK.2014.0118
1343,1155,OK-1991-0016C
1344,1198,OK-1991-0016C
1345,1371,OK-1991-0016C
1346,1694,O122269
1347,1243,NMK.2018.0468
1348,1384,NMK.2018.0468
1349,1877,O118163
1350,104,O80365
1351,107,O80363
1352,109,O80368
1353,2085,O80369
1354,1631,O80342
1355,102,O80331
1356,101,O80333
1357,105,O80372
1358,1949,O80336
