objekt_id,rule,n_verts,n_faces,bbox_x,bbox_y,bbox_z,vol_bbox,vol_hull,area,sphericity,fill_ratio
mutant_11,R1_Erstatning,534625,1069340,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,271.64428520317966,238.7802174383396,0.7876944035140323,0.673667292965985
mutant_12,R1_Erstatning,323331,646724,8.703559875488281,1.14000004529953,8.703974723815918,86.3613477180455,31.15579166640994,43.32555075772746,0.5740970410064937,0.3607608321274476
mutant_13,R7_Forskyving,313640,627304,7.380637681826077,11.400000095367432,6.329685926437378,532.5751549310737,271.25753814902856,238.7090958871574,0.782258714235781,0.5093319424262946
mutant_14,R7_Forskyving,102346,204688,8.722218351480217,1.14000004529953,8.703974723815918,86.54648703529963,30.232977233144243,42.23059462323698,0.5728831586561998,0.34932645181557914
mutant_15,R7_Forskyving,259814,550968,4.041155026237502,7.5,5.414910316467285,164.11869031512802,114.59531626339817,86.73553510464484,0.795682125102351,0.6982465924104141
mutant_16,R1_Erstatning,415986,831992,8.703559875488281,11.400000095367432,8.703974723815918,863.6134500881536,393.970983011399,279.90490593539175,0.8063039174694164,0.4561890310661376
mutant_17,R7_Forskyving,259814,550968,4.471773908078386,7.5,5.414910316467285,181.60691000822158,114.59531626339817,86.75330419724234,0.793673137495025,0.6310074669417056
mutant_18,R1_Erstatning,521472,1042972,8.703559875488281,1.991867184638977,8.703974723815918,150.8950243028924,45.37428281148206,51.20162484209932,0.631331265759929,0.30070098746531243
mutant_19,R3_Skalering,102346,204688,8.370517674059604,1.1030176846744826,9.308597104457098,85.94468552217998,30.087114077758574,42.184119347957065,0.5641294090854623,0.35007532920687584
mutant_20,R7_Forskyving,308201,616666,1.4638901691998898,1.994516909122467,1.1440898776054382,3.340460648199652,1.6205926793988972,6.99480530002695,0.7907560950536052,0.4851404791349118
mutant_21,R3_Skalering,405163,810308,8.000986063742516,11.173406294248448,6.371258844894665,569.5795059987901,455.6504234697506,326.2519018855138,0.8125867771089885,0.7999768577886974
mutant_22,R1_Erstatning,640111,1280320,1.437069058418274,1.991867184638977,1.6341159343719482,4.677576299445306,3.335737491313932,10.076936345047198,0.8391550813674213,0.7131337422992978
mutant_23,R7_Forskyving,308201,616666,1.4041809084269559,1.994516909122467,1.1440898776054382,3.204209691576251,1.6205926793988972,6.979015890978319,0.7929117837554333,0.5057698575905863
mutant_24,R3_Skalering,93001,186000,6.986265774277009,1.2108862853424225,6.785201346043634,57.39990890089835,20.42092323552788,34.63107365525882,0.6206252504673788,0.35576577779565566
mutant_25,R3_Skalering,259814,550968,3.7602530968804335,6.490607968601017,5.187465806079525,126.60699565876247,97.0674039145548,79.91224207633846,0.8079599218586527,0.7666827840712352
mutant_26,R7_Forskyving,405163,810308,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.37991287238583,270.5298640664772,0.8013887452833849,0.7999768577886971
mutant_27,R7_Forskyving,313640,627304,8.164081100291414,11.400000095367432,6.329685926437378,589.1071942962245,271.25753814902856,239.7211802339611,0.7777167686910208,0.460455314033443
mutant_28,R7_Forskyving,313640,627304,5.976134028471915,11.400000095367432,6.329685926437378,431.22839018902175,271.2575381490286,237.73211352231613,0.7867197530331183,0.629034507746875
mutant_29,R7_Forskyving,313640,627304,7.43800334646558,11.400000095367432,6.329685926437378,536.7145706631774,271.25753814902856,238.77420771857197,0.7819644029709478,0.5054037154494544
mutant_30,R1_Erstatning,573454,1178272,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,279.68672548097487,324.4080202255554,0.795201399697664,0.6936122329698968
mutant_31,R3_Skalering,102346,204688,7.098430256343166,1.2532466252742502,7.154964007861343,63.65115913881015,22.282700489918202,36.284458183501506,0.6205790796943208,0.3500753292068758
mutant_32,R7_Forskyving,313640,627304,6.501242525936694,11.400000095367432,6.329685926437378,469.1193897813139,271.25753814902856,237.96897376213238,0.7856722359458105,0.5782270868732985
mutant_33,R3_Skalering,308201,616666,1.3025637425466856,2.086393667770311,1.137892461761303,3.0924056745824746,1.9846089889715266,8.032262531962722,0.7944342032121688,0.6417686415736775
mutant_34,R7_Forskyving,419126,838284,1.686868595925532,1.991867184638977,1.6341159343719482,5.490659282069972,3.3348565982646057,9.012220672402163,0.8309070767357775,0.6073690657066902
mutant_35,R1_Erstatning,627280,1254608,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,271.25753814902856,475.35957261600396,0.786968355010346,0.672708175269702
mutant_36,R3_Skalering,419126,838284,1.2435589040256967,1.9256111816066754,1.3782485504928523,3.3003690440640536,2.352982993481142,7.038826099540229,0.8328825550593,0.7129454197593896
mutant_37,R3_Skalering,93001,186000,8.77650998410353,0.8800295891399443,6.2550687932162745,48.31157724407717,17.18760585477401,28.49145880862827,0.5489210084780578,0.3557657777956556
mutant_38,R7_Forskyving,419126,838284,1.5608337371781145,1.991867184638977,1.6341159343719482,5.080423138770262,3.3348565982646057,8.991198176992658,0.8356509638029174,0.6564131583480313
mutant_39,R1_Erstatning,616402,1233332,1.1066174507141113,1.994516909122467,1.1440898776054382,2.5251976715862114,1.6205926793988967,13.889281747494216,0.7982272066840095,0.6417686415736776
mutant_40,R7_Forskyving,308201,616666,1.2299149307335848,1.994516909122467,1.1440898776054382,2.80655100580004,1.6205926793988967,6.954985962618055,0.7967013160166202,0.5774321136689722
mutant_41,R3_Skalering,308201,616666,1.042934546364006,2.3078075917554717,1.288256094269183,3.1006936270934387,1.989927936995916,7.929062257095494,0.7888478291905275,0.6417686415736777
mutant_42,R7_Forskyving,308201,616666,1.3633905624687026,1.994516909122467,1.1440898776054382,3.1111299316551437,1.6205926793988972,6.974150269786073,0.7938324138270375,0.5209016386328584
mutant_43,R3_Skalering,259814,550968,3.4319916804878416,7.394473780577267,5.053393103457895,128.24386051507128,98.32236001973803,77.9892027563681,0.7918258068405408,0.7666827840712355
mutant_44,R7_Forskyving,405163,810308,7.598762247572422,11.0,5.480313539505005,458.0795959173569,341.37991287238583,271.05593017596243,0.7994582955097493,0.7452414731303048
mutant_45,R7_Forskyving,405163,810308,8.397195808804227,11.0,5.480313539505005,506.21192473350936,341.37991287238583,271.9165441228543,0.7962829129189579,0.6743814125913808
mutant_46,R3_Skalering,102346,204688,10.194201542534612,0.9566329841020259,8.858659815269075,86.39062002947841,30.243224747205783,40.56691634570636,0.523437566252834,0.3500753292068759
mutant_47,R7_Forskyving,220985,442036,0.7203280405673366,0.9399999976158142,0.5033519864082336,0.3408238362155578,0.1683650240587411,1.107466382610146,0.7835979995447568,0.49399427554197467
mutant_48,R7_Forskyving,93001,186000,8.104949904608787,1.0199999809265137,6.611443996429443,54.65712981389008,19.005177255062428,31.68443240089884,0.5808719618896673,0.3477163422187716
mutant_49,R3_Skalering,102346,204688,10.140386153092154,1.3031663664341164,8.33728568412505,110.17398025302948,38.56919240711114,49.866735154868856,0.5847215033167482,0.3500753292068759
mutant_50,R7_Forskyving,102346,204688,8.721266568309032,1.14000004529953,8.703974723815918,86.53704293672676,30.23297723314425,42.22988115324169,0.5728328376925237,0.3493645750669997
mutant_51,R3_Skalering,93001,186000,8.459090068518083,0.9024726660678649,6.928245805401161,52.89090444412252,18.816773757878945,30.302085173228527,0.5504062313170924,0.3557657777956556
mutant_52,R1_Erstatning,362160,755656,8.703559875488281,7.5,8.703974723815918,568.1667387260131,210.38113855691344,128.9533535449432,0.8040788456277529,0.37028063104969167
mutant_53,R7_Forskyving,313640,627304,7.321627781705853,11.400000095367432,6.329685926437378,528.3170937643022,271.25753814902856,238.64416342444403,0.7825525199081868,0.5134369895478804
mutant_54,R3_Skalering,308201,616666,0.9037419320625525,1.9550310671065045,1.0271588541954932,1.814829000293839,1.1647003422070932,5.557985060353332,0.7863994285076404,0.6417686415736781
mutant_55,R1_Erstatning,507509,1014996,8.703559875488281,11.0,8.703974723815918,833.3112167981526,437.3389881808727,312.754086935011,0.8184916429657093,0.5248207144760016
mutant_56,R3_Skalering,259814,550968,4.414167263019896,7.827590022148584,5.291867730127372,182.8461570475751,140.1850007419612,105.00046378169677,0.804339582921754,0.7666827840712354
mutant_57,R3_Skalering,220985,442036,0.6309518482162083,0.9419148854663844,0.4959492012898442,0.2947440673496128,0.18728346468023396,1.1938233401143572,0.7885365958752438,0.6354104642862458
mutant_58,R3_Skalering,313640,627304,4.890206158769625,11.409683696794573,6.7740908736768475,377.96517930734575,254.26026608733028,225.63154403779924,0.7829639201321725,0.672708175269702
mutant_59,R3_Skalering,308201,616666,1.1978831551222238,2.3577901713588183,1.1155610141199226,3.150742703714969,2.022047864911332,8.103835826358189,0.7798704006976991,0.6417686415736776
mutant_60,R1_Erstatning,573454,1178272,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,279.68672548097487,324.4080202255554,0.795201399697664,0.6936122329698968
mutant_61,R1_Erstatning,626148,1252344,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.3825630788171,271.62939843795886,0.8013957580202627,0.7999830681828458
mutant_62,R7_Forskyving,419126,838284,1.552274099038582,1.991867184638977,1.6341159343719482,5.052562013893372,3.3348565982646057,8.990089332773575,0.8359030525398239,0.6600327891264917
mutant_63,R1_Erstatning,529186,1058702,1.1066174507141113,1.994516909122467,1.1440898776054382,2.5251976715862114,1.639386398047716,8.04507200408478,0.8034650420235958,0.6492111158244217
mutant_64,R3_Skalering,259814,550968,3.3190212367496077,6.278552805063595,4.843178539774586,100.92530294310887,77.37769224365555,67.30823353085373,0.8020088889417007,0.7666827840712352
mutant_65,R3_Skalering,93001,186000,6.633430261326237,0.8526744673245044,6.309149406602277,35.68553714871999,12.69569287977013,23.91026294044019,0.5725283173760018,0.35576577779565566
mutant_66,R7_Forskyving,102346,204688,8.93116844132578,1.14000004529953,8.703974723815918,88.61980090031825,30.232977233144254,42.75889092122537,0.5704809924001478,0.3411537481014097
mutant_67,R1_Erstatning,727327,1454950,1.437069058418274,1.994516909122467,1.6341159343719482,4.683798746674527,3.4112973433465137,15.921146088456634,0.8466593774790192,0.7283185140626542
mutant_68,R1_Erstatning,678940,1389252,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.64505428559892,95.70473913226296,0.7967309127984054,0.7670155488523666
mutant_69,R1_Erstatning,415986,831992,8.703559875488281,11.400000095367432,8.703974723815918,863.6134500881536,393.970983011399,279.90490593539175,0.8063039174694162,0.4561890310661376
mutant_70,R7_Forskyving,405163,810308,7.315426973190452,11.0,5.480313539505005,440.9991683727933,341.37991287238583,270.83427553784963,0.8002535480717075,0.7741055706114268
mutant_71,R3_Skalering,102346,204688,8.67651166394163,1.255432533947139,8.574657772208598,93.40181802118283,32.697672192286284,45.206091628027686,0.5909626814181755,0.3500753292068758
mutant_72,R1_Erstatning,640111,1280320,1.437069058418274,1.991867184638977,1.6341159343719482,4.677576299445306,3.335737491313932,10.076936345047198,0.8391550813674213,0.7131337422992978
mutant_73,R1_Erstatning,640111,1280320,1.437069058418274,1.991867184638977,1.6341159343719482,4.677576299445306,3.335737491313932,10.076936345047198,0.8391550813674213,0.7131337422992978
mutant_74,R7_Forskyving,308201,616666,1.106646164338149,1.994516909122467,1.1440898776054382,2.525263193394598,1.6205926793988972,6.94487581479407,0.7981818978013809,0.6417519899066074
mutant_75,R1_Erstatning,573454,1178272,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,279.68672548097487,324.4080202255554,0.795201399697664,0.6936122329698968
mutant_76,R7_Forskyving,419126,838284,1.4665461241557587,1.991867184638977,1.6341159343719482,4.773522435967521,3.334856598264605,8.979146942154163,0.8384031444726038,0.6986154654133683
mutant_77,R7_Forskyving,259814,550968,4.286059509358006,7.5,5.414910316467285,174.06470890661532,114.59531626339817,86.74396932457734,0.7946816240251631,0.6583489380657734
mutant_78,R3_Skalering,93001,186000,8.94590262657834,1.1157682841787109,5.785426063916719,57.74754512351696,20.54460030665773,33.54690299551356,0.5912127348199232,0.35576577779565566
mutant_79,R7_Forskyving,93001,186000,8.100706597655439,1.0199999809265137,6.611443996429443,54.628514340417816,19.00517725506243,31.670210454536544,0.5809594049409689,0.3478984827709498
mutant_80,R3_Skalering,405163,810308,7.643857835978776,9.482404052162352,5.103143418703662,369.88679918332747,295.90087934819707,246.16288748852253,0.8077733706000899,0.799976857788697
mutant_81,R7_Forskyving,259814,550968,5.362957581120291,7.5,5.414910316467285,217.79950749588525,114.5953162633982,86.82140270134809,0.7859773656710033,0.526150483905769
mutant_82,R3_Skalering,259814,550968,3.5139001528620746,7.411900394246989,5.045869656107256,131.41805006171217,100.75595649852647,79.8415725133786,0.7935557086522028,0.7666827840712354
mutant_83,R3_Skalering,220985,442036,0.5066297115241988,0.9972774076628432,0.4407973172460028,0.22271300558552973,0.14151417428168678,0.9851079290014432,0.769419814549363,0.6354104642862461
mutant_84,R1_Erstatning,568015,1167634,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.62502292820783,93.67287479130053,0.7966390070406354,0.7668815320587131
mutant_85,R1_Erstatning,568015,1167634,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.62502292820783,93.67287479130053,0.7966390070406354,0.7668815320587131
mutant_86,R7_Forskyving,259814,550968,3.6804406766399547,7.5,5.414910316467285,149.46942141812644,114.59531626339817,86.72827396910309,0.7964958886356137,0.7666806707094203
mutant_87,R1_Erstatning,204692,409376,8.703559875488281,1.14000004529953,8.703974723815918,86.3613477180455,30.23297723314425,84.4502392547796,0.5728821989693696,0.35007532920687584
mutant_88,R3_Skalering,220985,442036,0.5724779703345174,0.7641434101624833,0.5111458947041595,0.22360346460757502,0.1420799812623124,0.9914962291864817,0.807958460127972,0.6354104642862458
mutant_89,R1_Erstatning,406641,813304,7.921570062637329,11.400000095367432,6.611443996429443,597.0523968899541,343.92783504271694,269.0423263034906,0.804267924437353,0.5760429684802154
mutant_90,R3_Skalering,308201,616666,1.162065525261133,1.804858249532063,1.1801582102085582,2.475220813046582,1.5885190987837996,6.887657217025907,0.8087944836138101,0.641768641573678
mutant_91,R7_Forskyving,419126,838284,1.704004946889703,1.991867184638977,1.6341159343719482,5.546437108931825,3.334856598264605,9.015250054521687,0.8302289486187152,0.6012610497095957
mutant_92,R1_Erstatning,568015,1167634,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.62502292820783,93.67287479130053,0.7966390070406354,0.7668815320587131
mutant_93,R1_Erstatning,824289,1648592,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.38136866038434,279.50547252233076,0.8013938895289878,0.7999802692275801
mutant_94,R3_Skalering,93001,186000,6.67788570334788,0.8783925163830228,5.431407792488233,31.859578047028034,11.334547564142321,22.3262145767021,0.5881942834626389,0.35576577779565555
mutant_95,R3_Skalering,313640,627304,5.69622283049496,12.823654927945592,5.490426372949577,401.0558588878374,269.7935550136603,243.75474307238466,0.7608245429856864,0.6727081752697023
mutant_96,R3_Skalering,405163,810308,6.992962164625321,9.550781804799357,5.33626863328852,356.4000745165543,285.11181172741067,238.90538288043638,0.811398051817979,0.7999768577886973
mutant_97,R1_Erstatning,498164,996308,7.921570062637329,11.0,6.611443996429443,576.1031851621066,378.9402177218713,301.8915073031098,0.8094544579443045,0.6577644899068616
mutant_98,R7_Forskyving,419126,838284,1.6525955025581867,1.991867184638977,1.6341159343719482,5.379102354235046,3.3348565982646057,9.005765238086934,0.8323566964046348,0.6199652616089419
mutant_99,R1_Erstatning,824289,1648592,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.38136866038434,279.50547252233076,0.8013938895289878,0.7999802692275801
mutant_100,R1_Erstatning,568015,1167634,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.62502292820783,93.67287479130053,0.7966390070406354,0.7668815320587131
mutant_101,R7_Forskyving,102346,204688,8.89691455201107,1.14000004529953,8.703974723815918,88.27991560187452,30.232977233144254,42.615505749335206,0.5711587839770923,0.3424672194917945
mutant_102,R3_Skalering,102346,204688,9.079701183433153,1.1371990182214202,10.300054850566292,106.35246725243675,37.23137498536028,48.31118149468924,0.552931747958768,0.3500753292068759
mutant_103,R7_Forskyving,102346,204688,8.828058706472966,1.14000004529953,8.703974723815918,87.59669130009391,30.23297723314425,42.39406362972959,0.5721887970887305,0.34513834694475315
mutant_104,R1_Erstatning,480799,993004,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.6277222818065,87.8286650478911,0.7966514481824769,0.7668995916792953
mutant_105,R1_Erstatning,480799,993004,3.68043053150177,7.5,5.414910316467285,149.4690094055258,114.6277222818065,87.8286650478911,0.7966514481824769,0.7668995916792953
mutant_106,R7_Forskyving,259814,550968,5.101170496044011,7.5,5.414910316467285,207.16785558815442,114.59531626339817,86.79685462756571,0.7887041354243017,0.5531520125941323
mutant_107,R3_Skalering,102346,204688,10.049243724142748,0.9150634291792308,7.636523875335493,70.22314764707478,24.583391530492758,35.42624482225674,0.528673399435467,0.3500753292068759
mutant_108,R1_Erstatning,664977,1361276,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.7920666223217,357.25720122517464,0.8013956423561261,0.8009426833963765
mutant_109,R3_Skalering,259814,550968,3.2168606231418195,7.008071933860122,5.368639904134892,121.0305677922628,92.79205267269442,72.98170120173837,0.7898184080961668,0.7666827840712352
mutant_110,R3_Skalering,102346,204688,10.206292281670224,1.195537838510152,8.923567411831664,108.88544642348567,38.118108502539386,48.62388144210772,0.5641867254982296,0.3500753292068758
mutant_111,R7_Forskyving,308201,616666,1.3190939994727888,1.994516909122467,1.1440898776054382,3.010049311912187,1.6205926793988974,6.966727749157659,0.79494269541845,0.5383940631754591
mutant_112,R1_Erstatning,441970,884072,0.560012698173523,0.9399999976158142,0.5033519864082336,0.26497049312504606,0.1683650240587411,2.2008622606753425,0.7903554075050028,0.6354104642862461
mutant_113,R3_Skalering,93001,186000,6.449364588421359,0.9454833858558116,5.352514946753207,32.63838937157239,11.611621980774908,23.109596750834903,0.6047482239270123,0.35576577779565555
mutant_114,R1_Erstatning,352815,736968,7.921570062637329,7.5,6.611443996429443,392.79762624689084,179.71716522420283,118.09077391304204,0.8188545572480205,0.45753118963922296
mutant_115,R7_Forskyving,419126,838284,1.7759880287193508,1.991867184638977,1.6341159343719482,5.780737858471303,3.334856598264605,9.028734747636793,0.8272268532055135,0.5768911650919415
mutant_116,R3_Skalering,220985,442036,0.5780409736226825,0.7609135956834613,0.4427466286470455,0.19473733874915097,0.12373814282846603,0.9108431601652668,0.7964082284063491,0.6354104642862463
mutant_117,R3_Skalering,102346,204688,8.664697404304423,1.0161272776881363,10.25976876754342,90.33147118326127,31.622819512221607,43.055086742745004,0.5362741761783053,0.35007532920687584
mutant_118,R1_Erstatning,313986,628036,7.921570062637329,1.0199999809265137,6.611443996429443,53.42047617064114,19.89817803862275,32.46297112582628,0.5836469401498945,0.37248222900638245
mutant_119,R7_Forskyving,93001,186000,7.962175358682472,1.0199999809265137,6.611443996429443,53.694304999096786,19.00517725506243,31.380865660101946,0.5827287947711545,0.3539514526797977
mutant_120,R3_Skalering,93001,186000,6.993417883044575,0.9487369314764152,7.2531217718600045,48.12383790323285,17.120814622155688,29.483726337943423,0.5746679980566726,0.35576577779565566
mutant_121,R1_Erstatning,204692,409376,8.703559875488281,1.14000004529953,8.703974723815918,86.3613477180455,30.23297723314425,84.4502392547796,0.5728821989693696,0.35007532920687584
mutant_122,R7_Forskyving,102346,204688,8.98737394973073,1.14000004529953,8.703974723815918,89.17750183240462,30.23297723314425,43.040830663467915,0.5691383745631888,0.33902023057298103
mutant_123,R3_Skalering,220985,442036,0.5111172155918008,0.9682209676155714,0.5739344890778746,0.28402548881737416,0.1804727677185758,1.142843792683474,0.7936532099055427,0.6354104642862464
mutant_124,R7_Forskyving,313640,627304,6.532235953823639,11.400000095367432,6.329685926437378,471.35582657313466,271.25753814902856,237.9761334168259,0.7855948798425243,0.5754835791914005
mutant_125,R7_Forskyving,313640,627304,8.521028814764747,11.400000095367432,6.329685926437378,614.8639774541392,271.25753814902856,240.2953832282131,0.7752984627491983,0.4411667427195486
mutant_126,R3_Skalering,220985,442036,0.5320206635692185,0.8978258996356443,0.5299699091598455,0.2531464501248962,0.16085190340627534,1.062695352678063,0.7976416798777555,0.635410464286246
mutant_127,R7_Forskyving,313640,627304,7.895646896095084,11.400000095367432,6.329685926437378,569.7374062031597,271.25753814902856,239.34176086457006,0.7794114743277913,0.4761097572243699
mutant_128,R7_Forskyving,102346,204688,8.821678759083216,1.14000004529953,8.703974723815918,87.53338607064399,30.232977233144254,42.39219414145077,0.5718904233045039,0.34538795527394167
mutant_129,R7_Forskyving,259814,550968,4.987494290550028,7.5,5.414910316467285,202.55125715415772,114.59531626339817,86.78732904191818,0.7897700465802362,0.5657595903054897
mutant_130,R7_Forskyving,419126,838284,1.5220041525037344,1.991867184638977,1.6341159343719482,4.9540350964377,3.334856598264605,8.986513676770262,0.836717257410571,0.6731596634554732
mutant_131,R7_Forskyving,313640,627304,7.022825014047801,11.400000095367432,6.329685926437378,506.755958109158,271.25753814902856,238.36606809175515,0.7838825538517745,0.535282385551347
mutant_132,R1_Erstatning,529186,1058702,1.1066174507141113,1.994516909122467,1.1440898776054382,2.5251976715862114,1.639386398047716,8.04507200408478,0.8034650420235958,0.6492111158244217
mutant_133,R3_Skalering,102346,204688,9.257794106685315,1.3001775285960249,7.068164353483914,85.0779100778226,29.783677378726725,42.882987870692986,0.6032762226156829,0.35007532920687584
mutant_134,R1_Erstatning,323331,646724,8.703559875488281,1.14000004529953,8.703974723815918,86.3613477180455,31.15579166640994,43.32555075772746,0.5740970410064937,0.3607608321274476
mutant_135,R7_Forskyving,419126,838284,1.4502350634657104,1.991867184638977,1.6341159343719482,4.7204308810031685,3.3348565982646057,8.9771504044244,0.8388601956529782,0.7064729221405089
mutant_136,R1_Erstatning,718803,1437612,7.078845739364624,11.400000095367432,6.329685926437378,510.79832514451914,367.22967095261697,508.2087536156232,0.8047881729715726,0.7189328016075961
mutant_137,R3_Skalering,259814,550968,4.4033874607948755,8.990419733303131,5.347563793362975,211.70096785395376,162.30748742484437,114.67887409722456,0.7926441200651995,0.7666827840712354
mutant_138,R1_Erstatning,441970,884072,0.560012698173523,0.9399999976158142,0.5033519864082336,0.26497049312504606,0.1683650240587411,2.2008622606753425,0.7903554075050028,0.6354104642862461
mutant_139,R1_Erstatning,410547,821354,8.703559875488281,1.994516909122467,8.703974723815918,151.09575567866668,42.943612220046724,49.169760501136906,0.6287027235884602,0.28421455008553864
mutant_140,R1_Erstatning,313986,628036,7.921570062637329,1.0199999809265137,6.611443996429443,53.42047617064114,19.89817803862275,32.46297112582628,0.5836469401498945,0.37248222900638245
mutant_141,R7_Forskyving,313640,627304,6.809749639603197,11.400000095367432,6.329685926437378,491.38077571316273,271.25753814902856,238.16831701698277,0.7847155508982533,0.5520312384124928
mutant_142,R7_Forskyving,259814,550968,3.9565969805016934,7.5,5.414910316467285,160.68463355866447,114.59531626339817,86.73304962383308,0.79593762105553,0.7131691047579884
mutant_143,R1_Erstatning,664977,1361276,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.7920666223217,357.25720122517464,0.8013956423561261,0.8009426833963765
mutant_144,R3_Skalering,419126,838284,1.3904454944216855,2.1759594987489725,1.7124036182544262,5.180968043261497,3.6937474363630494,9.434670106588248,0.8343083184674481,0.7129454197593893
mutant_145,R1_Erstatning,498164,996308,7.921570062637329,11.0,6.611443996429443,576.1031851621066,378.9402177218713,301.8915073031098,0.8094544579443045,0.6577644899068616
mutant_146,R1_Erstatning,621841,1243970,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,271.5286327967354,244.62442718174907,0.7874808417123618,0.673380479482992
mutant_147,R1_Erstatning,521472,1042972,8.703559875488281,1.991867184638977,8.703974723815918,150.8950243028924,45.37428281148206,51.20162484209932,0.631331265759929,0.30070098746531243
mutant_148,R1_Erstatning,401202,802666,7.921570062637329,1.994516909122467,6.611443996429443,104.4588676550121,29.501547920087802,38.307180869235715,0.6514950358438923,0.2824226279909542
mutant_149,R3_Skalering,405163,810308,6.0413437695994965,9.917860027617461,5.671136002025346,339.79860075408476,271.8310169122486,231.84351594282373,0.8081912488903348,0.7999768577886966
mutant_150,R1_Erstatning,529186,1058702,1.1066174507141113,1.994516909122467,1.1440898776054382,2.5251976715862114,1.639386398047716,8.04507200408478,0.8034650420235958,0.6492111158244217
mutant_151,R1_Erstatning,664977,1361276,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.7920666223217,357.25720122517464,0.8013956423561261,0.8009426833963765
mutant_152,R1_Erstatning,627280,1254608,5.588150501251221,11.400000095367432,6.329685926437378,403.23211181471976,271.25753814902856,475.35957261600396,0.786968355010346,0.672708175269702
mutant_153,R1_Erstatning,664977,1361276,7.078845739364624,11.0,5.480313539505005,426.7372356445799,341.7920666223217,357.25720122517464,0.8013956423561261,0.8009426833963765
mutant_154,R7_Forskyving,405163,810308,8.238292846813474,11.0,5.480313539505005,496.63270613879024,341.37991287238583,271.70950383606095,0.7970371435818713,0.6873891079919794
mutant_155,R3_Skalering,313640,627304,6.524194130110486,9.884778039129076,6.9261759273485,446.6705460104531,300.47892795341323,254.15386905629657,0.8081569586053365,0.6727081752697016
mutant_156,R7_Forskyving,313640,627304,8.268873374347711,11.400000095367432,6.329685926437378,596.6688392376282,271.25753814902856,239.8901283807112,0.7770844095727019,0.45461991696368453
mutant_157,R7_Forskyving,259814,550968,4.18716214113819,7.5,5.414910316467285,170.04830606077823,114.5953162633982,86.74040760264153,0.7951306575874766,0.6738986051554071
mutant_158,R3_Skalering,220985,442036,0.6527652133286543,0.7882923857792289,0.5886299839530639,0.3028912409992696,0.1924602640715832,1.2241153753488894,0.8133044755447859,0.6354104642862463
